id,ticker,definition,horizon_days,is_lead_lag,complexity,sample_size,oos_sample_size,holdout_sample_size,expectancy,holdout_expectancy,hit_rate,median_outcome,family_size,family_corrected_p_value,block_bootstrap_p_value,confidence,discovery_experiment_id
pattern_5a585fddca2f,GBCO,acceleration_3d:GBCO > 0.0014 AND distance_from_low_20d:GBCO > 0.0834 -> forward_return_5d:GBCO,5,False,2,253,253,38,0.01874006002273911,0.008495280305837658,0.5731225296442688,0.012631566900956143,1,,,1.0,experiment_0e0ca6fdb941
pattern_3044a23c02c6,GBCO,acceleration_3d:GBCO > 0.0014 AND volatility_3d:GBCO > 0.0181 -> forward_return_5d:GBCO,5,False,2,267,256,42,0.014291531451050932,0.014688506386045443,0.57421875,0.012932056812118786,1,,,0.998,experiment_0e0ca6fdb941
pattern_84368b11d6ea,GBCO,acceleration_3d:GBCO > 0.0014 AND volatility_5d:GBCO > 0.0221 -> forward_return_5d:GBCO,5,False,2,250,242,26,0.017953086285897115,0.018361601818628583,0.5743801652892562,0.014695705486367998,1,,,1.0,experiment_0e0ca6fdb941
pattern_6badd349b4ff,GBCO,acceleration_3d:GBCO > 0.0014 AND volatility_10d:GBCO > 0.0255 -> forward_return_5d:GBCO,5,False,2,264,259,20,0.016379423945472336,0.01323663970523124,0.5598455598455598,0.012235885778880143,1,,,1.0,experiment_0e0ca6fdb941
pattern_0875de15672c,GBCO,acceleration_3d:GBCO > 0.0014 AND volatility_regime_pct:GBCO > 0.4160 -> forward_return_5d:GBCO,5,False,2,189,189,52,0.02209423373886791,0.0063880010487072526,0.5714285714285714,0.012452704825963825,1,,,1.0,experiment_0e0ca6fdb941
pattern_94aeccf33511,GBCO,acceleration_3d:GBCO > 0.0014 AND price_volume_correlation_5d:GBCO > 0.3345 -> forward_return_5d:GBCO,5,False,2,229,220,48,0.01927777221464657,0.006943901670932006,0.5681818181818182,0.012542135863459983,1,,,1.0,experiment_0e0ca6fdb941
pattern_10ae24baa6dc,GBCO,acceleration_3d:GBCO > 0.0014 AND price_volume_correlation_20d:GBCO > 0.3347 -> forward_return_5d:GBCO,5,False,2,231,226,42,0.01551124565501526,0.007817577962015917,0.5398230088495575,0.00883195017110823,1,,,0.996,experiment_0e0ca6fdb941
pattern_623b3340b902,GBCO,acceleration_3d:GBCO > 0.0014 AND rank_change_10d:GBCO > 0.0000 -> forward_return_5d:GBCO,5,False,2,235,230,40,0.01688356797424655,0.007614453637304776,0.5695652173913044,0.013477330373044508,1,,,1.0,experiment_0e0ca6fdb941
pattern_0171eb2677a0,GBCO,acceleration_3d:GBCO > 0.0014 AND market_percentile_20d:GBCO > 0.5357 -> forward_return_5d:GBCO,5,False,2,275,269,30,0.013868116003324492,0.010632984163127595,0.5390334572490706,0.008771963580347925,1,,,1.0,experiment_0e0ca6fdb941
pattern_ef5ddb7b6714,GBCO,distance_from_low_3d:GBCO > -0.0042 AND return_10d:GBCO > 0.0191 -> forward_return_5d:GBCO,5,False,2,257,256,73,0.013811418277682081,0.0031671111151625447,0.51953125,0.0031805802101751903,1,,,1.0,experiment_0e0ca6fdb941
pattern_e11d8db5b37e,GBCO,distance_from_low_3d:GBCO > -0.0042 AND acceleration_10d:GBCO > -0.0010 -> forward_return_5d:GBCO,5,False,2,228,227,77,0.01816926481417979,0.012523337432799328,0.5726872246696035,0.010033435215412893,1,,,1.0,experiment_0e0ca6fdb941
pattern_3abde367fa7e,GBCO,distance_from_low_3d:GBCO > -0.0042 AND distance_from_low_10d:GBCO > 0.0366 -> forward_return_5d:GBCO,5,False,2,316,316,93,0.01572629789105592,0.0023900170000592845,0.5443037974683544,0.008518189420041164,1,,,1.0,experiment_0e0ca6fdb941
pattern_925c3658ecdf,GBCO,distance_from_low_3d:GBCO > -0.0042 AND return_20d:GBCO > 0.0333 -> forward_return_5d:GBCO,5,False,2,255,254,75,0.014764017647978824,0.004753893436261966,0.5078740157480315,0.0016570047289805176,1,,,1.0,experiment_0e0ca6fdb941
pattern_47494a8faf32,GBCO,distance_from_low_3d:GBCO > -0.0042 AND acceleration_20d:GBCO > -0.0051 -> forward_return_5d:GBCO,5,False,2,241,241,80,0.017670109170287596,0.012387121135092627,0.5394190871369294,0.008206406880408527,1,,,1.0,experiment_0e0ca6fdb941
pattern_25183c478875,GBCO,distance_from_low_3d:GBCO > -0.0042 AND volatility_3d:GBCO > 0.0181 -> forward_return_5d:GBCO,5,False,2,244,243,70,0.018098250376266646,0.010019710443523478,0.5637860082304527,0.011484109359151014,1,,,1.0,experiment_0e0ca6fdb941
pattern_143ee5d42f16,GBCO,distance_from_low_3d:GBCO > -0.0042 AND volatility_5d:GBCO > 0.0221 -> forward_return_5d:GBCO,5,False,2,234,233,49,0.022502022983462225,0.012143031822306806,0.5793991416309013,0.013232546723281429,1,,,1.0,experiment_0e0ca6fdb941
pattern_52879ed9248c,GBCO,distance_from_low_3d:GBCO > -0.0042 AND volatility_10d:GBCO > 0.0255 -> forward_return_5d:GBCO,5,False,2,234,233,40,0.02027944820872268,0.01622938821032664,0.5622317596566524,0.011304357777471121,1,,,1.0,experiment_0e0ca6fdb941
pattern_4df307b97c62,GBCO,distance_from_low_3d:GBCO > -0.0042 AND volatility_regime_pct:GBCO > 0.4160 -> forward_return_5d:GBCO,5,False,2,219,219,97,0.018785057228163902,0.0016709052257454747,0.5525114155251142,0.008771963580347925,1,,,1.0,experiment_0e0ca6fdb941
pattern_88dc96a71a5a,GBCO,distance_from_low_3d:GBCO > -0.0042 AND volume_acceleration_5d:GBCO > 0.0127 -> forward_return_5d:GBCO,5,False,2,218,217,78,0.013340952904408739,0.003843094843535212,0.5299539170506913,0.007619040352957792,1,,,0.998,experiment_0e0ca6fdb941
pattern_b106733cd551,GBCO,distance_from_low_3d:GBCO > -0.0042 AND price_volume_correlation_5d:GBCO > 0.3345 -> forward_return_5d:GBCO,5,False,2,218,217,90,0.01827046464911861,0.005894806470836817,0.5576036866359447,0.010000016954209944,1,,,1.0,experiment_0e0ca6fdb941
pattern_ab24b6ae1a4e,GBCO,distance_from_low_3d:GBCO > -0.0042 AND rolling_volume_percentile_5d:GBCO > 0.5000 -> forward_return_5d:GBCO,5,False,2,197,196,65,0.014189685312581544,0.005363416848085082,0.5510204081632653,0.00883195017110823,1,,,1.0,experiment_0e0ca6fdb941
pattern_6ac2c931afd6,GBCO,distance_from_low_3d:GBCO > -0.0042 AND price_volume_correlation_10d:GBCO > 0.3318 -> forward_return_5d:GBCO,5,False,2,199,198,91,0.01813296618613348,0.009184196123781688,0.5404040404040404,0.008243986306131875,1,,,1.0,experiment_0e0ca6fdb941
pattern_acb7f5dbe3f1,GBCO,distance_from_low_3d:GBCO > -0.0042 AND volume_acceleration_20d:GBCO > -0.0104 -> forward_return_5d:GBCO,5,False,2,244,244,79,0.015478243857426733,0.0016941230011691959,0.5573770491803278,0.009313052558225952,1,,,1.0,experiment_0e0ca6fdb941
pattern_20fb7d06c4d0,GBCO,distance_from_low_3d:GBCO > -0.0042 AND price_volume_correlation_20d:GBCO > 0.3347 -> forward_return_5d:GBCO,5,False,2,216,215,82,0.01772991616121738,0.004642137935706053,0.5348837209302325,0.008133975090756454,1,,,1.0,experiment_0e0ca6fdb941
pattern_8cf8bb69acbb,GBCO,distance_from_low_3d:GBCO > -0.0042 AND rolling_volume_percentile_20d:GBCO > 0.4737 -> forward_return_5d:GBCO,5,False,2,255,254,87,0.015371781239063843,0.0012359094583077096,0.5393700787401575,0.008235411070071466,1,,,1.0,experiment_0e0ca6fdb941
pattern_2cd39abd9ed2,GBCO,distance_from_low_3d:GBCO > -0.0042 AND market_percentile_5d:GBCO > 0.5357 -> forward_return_5d:GBCO,5,False,2,276,275,67,0.013724727132970542,0.0029011234852946164,0.5381818181818182,0.008133975090756454,1,,,1.0,experiment_0e0ca6fdb941
pattern_366254d50299,GBCO,distance_from_low_3d:GBCO > -0.0042 AND market_percentile_10d:GBCO > 0.5357 -> forward_return_5d:GBCO,5,False,2,270,269,69,0.013790513203262474,0.0054579574119718805,0.5241635687732342,0.00401124670058525,1,,,1.0,experiment_0e0ca6fdb941
pattern_f5f11fc96704,GBCO,distance_from_low_3d:GBCO > -0.0042 AND rank_change_10d:GBCO > 0.0000 -> forward_return_5d:GBCO,5,False,2,229,228,71,0.01795706148534507,0.009694307673047483,0.5701754385964912,0.011131228021010391,1,,,1.0,experiment_0e0ca6fdb941
pattern_47dc4908dc0b,GBCO,return_5d:GBCO > 0.0094 AND acceleration_10d:GBCO > -0.0010 -> forward_return_5d:GBCO,5,False,2,315,305,56,0.016267664790350928,0.016510699094774275,0.5573770491803278,0.010033435215412893,1,,,1.0,experiment_0e0ca6fdb941
pattern_ad9c0298e1d8,GBCO,return_5d:GBCO > 0.0094 AND distance_from_low_10d:GBCO > 0.0366 -> forward_return_5d:GBCO,5,False,2,333,330,64,0.014830008460606291,0.008276635456723167,0.5303030303030303,0.007364047581678936,1,,,1.0,experiment_0e0ca6fdb941
pattern_a62558fdc63d,GBCO,return_5d:GBCO > 0.0094 AND distance_from_low_20d:GBCO > 0.0834 -> forward_return_5d:GBCO,5,False,2,323,323,50,0.014196054497716411,0.0009081887577121204,0.541795665634675,0.008264415259734405,1,,,1.0,experiment_0e0ca6fdb941
pattern_df66b2f31a99,GBCO,return_5d:GBCO > 0.0094 AND volatility_5d:GBCO > 0.0221 -> forward_return_5d:GBCO,5,False,2,283,273,28,0.018693202585372576,0.027811279324007145,0.5787545787545788,0.014792884799814436,1,,,1.0,experiment_0e0ca6fdb941
pattern_cdf96af4f4e6,GBCO,return_5d:GBCO > 0.0094 AND volatility_regime_pct:GBCO > 0.4160 -> forward_return_5d:GBCO,5,False,2,215,215,43,0.01791071377693902,0.015247328685888307,0.5534883720930233,0.009009000623754667,1,,,1.0,experiment_0e0ca6fdb941
pattern_5dc8df026996,GBCO,return_5d:GBCO > 0.0094 AND price_volume_correlation_5d:GBCO > 0.3345 -> forward_return_5d:GBCO,5,False,2,335,322,63,0.016394358710786056,0.009844063797993425,0.5559006211180124,0.010128208589271746,1,,,1.0,experiment_0e0ca6fdb941
pattern_f25868075cc2,GBCO,return_5d:GBCO > 0.0094 AND price_volume_correlation_10d:GBCO > 0.3318 -> forward_return_5d:GBCO,5,False,2,291,281,56,0.01595695393076422,0.010784664126089501,0.5373665480427047,0.008891936761868537,1,,,1.0,experiment_0e0ca6fdb941
pattern_4b8d063e3256,GBCO,return_5d:GBCO > 0.0094 AND price_volume_correlation_20d:GBCO > 0.3347 -> forward_return_5d:GBCO,5,False,2,260,251,40,0.016610757485741832,0.007546813513440087,0.5418326693227091,0.008891936761868537,1,,,1.0,experiment_0e0ca6fdb941
pattern_e44424ed265f,GBCO,return_5d:GBCO > 0.0094 AND rank_change_10d:GBCO > 0.0000 -> forward_return_5d:GBCO,5,False,2,305,296,47,0.018844484514866828,0.021809272580364133,0.5709459459459459,0.01236793057978492,1,,,1.0,experiment_0e0ca6fdb941
pattern_5ad775627c67,GBCO,acceleration_5d:GBCO > 0.0009 AND acceleration_10d:GBCO > -0.0010 -> forward_return_5d:GBCO,5,False,2,224,218,45,0.01669390407268253,0.013190939189877104,0.573394495412844,0.01273296359932632,1,,,1.0,experiment_0e0ca6fdb941
pattern_12677fe82be6,GBCO,acceleration_5d:GBCO > 0.0009 AND acceleration_60d:GBCO > 0.0158 -> forward_return_5d:GBCO,5,False,2,191,191,46,0.015203173467070797,0.006611662282742731,0.6073298429319371,0.016654564463996737,1,,,1.0,experiment_0e0ca6fdb941
pattern_4a66eb68c928,GBCO,acceleration_5d:GBCO > 0.0009 AND volatility_5d:GBCO > 0.0221 -> forward_return_5d:GBCO,5,False,2,267,257,34,0.017014632386235167,0.01541570411270654,0.5836575875486382,0.017277124767554167,1,,,1.0,experiment_0e0ca6fdb941
pattern_8249bdd6cd22,GBCO,acceleration_5d:GBCO > 0.0009 AND price_volume_correlation_5d:GBCO > 0.3345 -> forward_return_5d:GBCO,5,False,2,289,280,58,0.015055119145283978,0.006085496458186744,0.5571428571428572,0.01137585219933725,1,,,1.0,experiment_0e0ca6fdb941
pattern_9c4c1f460189,GBCO,acceleration_5d:GBCO > 0.0009 AND price_volume_correlation_10d:GBCO > 0.3318 -> forward_return_5d:GBCO,5,False,2,206,200,45,0.0177875844046612,0.010656349148118789,0.55,0.012476340103326763,1,,,1.0,experiment_0e0ca6fdb941
pattern_f7b9b3916598,GBCO,acceleration_5d:GBCO > 0.0009 AND rank_change_10d:GBCO > 0.0000 -> forward_return_5d:GBCO,5,False,2,227,221,37,0.021634995593744325,0.009423010378229593,0.6018099547511312,0.015624984866008365,1,,,1.0,experiment_0e0ca6fdb941
pattern_fef9a86b8f14,GBCO,return_10d:GBCO > 0.0191 AND acceleration_10d:GBCO > -0.0010 -> forward_return_5d:GBCO,5,False,2,355,345,59,0.016162180919950794,0.008052187979514432,0.5449275362318841,0.008891936761868537,1,,,1.0,experiment_0e0ca6fdb941
pattern_946a4f93bc80,GBCO,return_10d:GBCO > 0.0191 AND distance_from_low_10d:GBCO > 0.0366 -> forward_return_5d:GBCO,5,False,2,343,340,65,0.017414349699715188,0.004971658540742833,0.5323529411764706,0.007876507721857124,1,,,1.0,experiment_0e0ca6fdb941
pattern_02c7bffc94fd,GBCO,return_10d:GBCO > 0.0191 AND return_20d:GBCO > 0.0333 -> forward_return_5d:GBCO,5,False,2,354,345,54,0.015364369751667372,0.0012035341907431797,0.5391304347826087,0.00860588489282197,1,,,1.0,experiment_0e0ca6fdb941
pattern_11a1d2b702f6,GBCO,return_10d:GBCO > 0.0191 AND acceleration_20d:GBCO > -0.0051 -> forward_return_5d:GBCO,5,False,2,322,322,55,0.01653462697851653,0.004539376113699183,0.5527950310559007,0.009011512129703799,1,,,1.0,experiment_0e0ca6fdb941
pattern_fc45789dabe3,GBCO,return_10d:GBCO > 0.0191 AND distance_from_low_20d:GBCO > 0.0834 -> forward_return_5d:GBCO,5,False,2,360,360,59,0.016608130259679388,0.00021293126027649802,0.5555555555555556,0.009427875237379662,1,,,1.0,experiment_0e0ca6fdb941
pattern_87b667b43649,GBCO,cross_sectional_dispersion_5d:MARKET > 0.0398 [lag=20d] -> forward_return_5d:GBCO,5,True,1,461,461,87,0.017049847815818225,0.0018005732993374665,0.5661605206073753,0.014222208658854247,1,,,1.0,experiment_0e0ca6fdb941
pattern_35144c63ecc5,GBCO,cross_sectional_dispersion_20d:MARKET > 0.0877 [lag=5d] -> forward_return_5d:GBCO,5,True,1,459,459,84,0.015311778241889264,0.00016860224067903119,0.5620915032679739,0.013722114022807586,1,,,1.0,experiment_0e0ca6fdb941
pattern_1f505de534db,GBCO,cross_sectional_dispersion_20d:MARKET > 0.0877 [lag=10d] -> forward_return_5d:GBCO,5,True,1,455,455,88,0.017804368779015273,0.0013409743923123894,0.5934065934065934,0.017699097617354567,1,,,1.0,experiment_0e0ca6fdb941
pattern_54546b4bf15e,GBCO,cross_sectional_dispersion_20d:MARKET > 0.0877 [lag=20d] -> forward_return_5d:GBCO,5,True,1,451,451,93,0.013335833059361007,0.002581598270467135,0.5853658536585366,0.012724077600072364,1,,,1.0,experiment_0e0ca6fdb941
pattern_c5da241d5220,GBCO,market_breadth:MARKET > 0.4286 [lag=5d] -> forward_return_5d:GBCO,5,True,1,501,493,90,0.013397583741013368,0.0033787657152582924,0.5354969574036511,0.00860588489282197,1,,,1.0,experiment_0e0ca6fdb941
pattern_8b84e389ae54,GBCO,market_breadth:MARKET > 0.4286 [lag=20d] -> forward_return_5d:GBCO,5,True,1,492,489,91,0.015273749836565681,0.0014686650650962436,0.5807770961145194,0.013497008036842166,1,,,1.0,experiment_0e0ca6fdb941
pattern_e52d2056ffab,GBCO,volume_concentration_hhi:MARKET > 0.1862 [lag=1d] -> forward_return_5d:GBCO,5,True,1,433,421,103,0.016198602635436033,0.0054494829258687994,0.5463182897862233,0.009416231878279838,1,,,1.0,experiment_0e0ca6fdb941
pattern_7d11fd13d672,GBCO,volume_concentration_hhi:MARKET > 0.1862 [lag=3d] -> forward_return_5d:GBCO,5,True,1,432,420,101,0.015114002308815539,0.0036891845719596683,0.55,0.009133490599630385,1,,,1.0,experiment_0e0ca6fdb941
pattern_bda6613b262b,GBCO,EGP_USD_rolling_percentile:MARKET > 0.6332 [lag=60d] -> forward_return_5d:GBCO,5,True,1,31,31,106,0.027111724513282347,0.002982679338457772,0.6774193548387096,0.029748265774929502,1,,,0.998,experiment_0e0ca6fdb941
pattern_8566391ac525,HELI,distance_from_high_60d:HELI < -0.2718 -> forward_return_5d:HELI,5,False,1,307,307,5,0.014759364268719245,0.0584544587944263,0.5928338762214984,0.015243888034272922,1,,,1.0,experiment_0e0ca6fdb941
pattern_ec3d22f609d4,HELI,distance_from_high_60d:HELI < -0.1782 -> forward_return_5d:HELI,5,False,1,725,725,13,0.007719052956901072,0.0433424195744565,0.5406896551724137,0.005524900691853091,1,,,1.0,experiment_0e0ca6fdb941
pattern_12684527aede,HELI,distance_from_low_60d:HELI < 0.0029 -> forward_return_5d:HELI,5,False,1,308,308,8,0.01717769149630601,0.037154036187913825,0.6168831168831169,0.011536462063328534,1,,,1.0,experiment_0e0ca6fdb941
pattern_baa09420e874,HELI,distance_from_low_60d:HELI < 0.0451 -> forward_return_5d:HELI,5,False,1,505,505,23,0.013324040690015812,0.03241002307967169,0.5900990099009901,0.009794356620577982,1,,,1.0,experiment_0e0ca6fdb941
pattern_bb56e8e31eb5,HELI,volatility_10d:HELI > 0.0211 -> forward_return_5d:HELI,5,False,1,468,461,83,0.011554710184775953,0.041305707265231285,0.5357917570498916,0.008591015880233567,1,,,1.0,experiment_0e0ca6fdb941
pattern_101af1f1e071,HELI,volatility_10d:HELI > 0.0280 -> forward_return_5d:HELI,5,False,1,292,292,39,0.014274741471409098,0.05614832312877955,0.5582191780821918,0.013832616017207533,1,,,1.0,experiment_0e0ca6fdb941
pattern_52416d9df898,HELI,market_percentile_10d:HELI < 0.4643 -> forward_return_5d:HELI,5,False,1,516,506,67,0.009603325906417078,0.023205965064135407,0.5652173913043478,0.008919131296520773,1,,,0.996,experiment_0e0ca6fdb941
pattern_6046f92a1ea5,HELI,market_percentile_20d:HELI < 0.2500 -> forward_return_5d:HELI,5,False,1,251,251,26,0.01707697291816904,0.029891935802892455,0.5657370517928287,0.0061538402850812015,1,,,1.0,experiment_0e0ca6fdb941
pattern_2e32a6fba62d,HELI,market_percentile_20d:HELI < 0.4643 -> forward_return_5d:HELI,5,False,1,542,534,59,0.010452181932715849,0.033646089983619426,0.5468164794007491,0.0061164309568886525,1,,,1.0,experiment_0e0ca6fdb941
pattern_ec0063f12d2c,HELI,market_percentile_20d:HELI < 0.6786 -> forward_return_5d:HELI,5,False,1,652,642,73,0.009691440381429167,0.031086259314172283,0.5482866043613707,0.0061538402850812015,1,,,1.0,experiment_0e0ca6fdb941
pattern_da829045c66e,HELI,acceleration_1d:HELI > 0.0009 AND volatility_10d:HELI > 0.0211 -> forward_return_5d:HELI,5,False,2,236,232,42,0.01526527880077332,0.045822024219153455,0.5517241379310345,0.008896999569098736,1,,,1.0,experiment_0e0ca6fdb941
pattern_2e9e982effed,HELI,acceleration_3d:HELI > 0.0000 AND volatility_5d:HELI > 0.0186 -> forward_return_5d:HELI,5,False,2,233,227,40,0.01675949575875258,0.04210200769776593,0.5726872246696035,0.011925072065774095,1,,,1.0,experiment_0e0ca6fdb941
pattern_e34ac4595493,HELI,acceleration_3d:HELI > 0.0000 AND volatility_10d:HELI > 0.0211 -> forward_return_5d:HELI,5,False,2,231,230,39,0.01669612604736108,0.041806975872925416,0.5782608695652174,0.014790703988968219,1,,,1.0,experiment_0e0ca6fdb941
pattern_4ce71992d1d8,ORHD,return_3d:ORHD > 0.0261 -> forward_return_5d:ORHD,5,False,1,288,285,42,0.013944720772544562,0.013356640477228308,0.543859649122807,0.008421044600637409,1,,,1.0,experiment_0e0ca6fdb941
pattern_2809868f79af,ORHD,distance_from_high_3d:ORHD > -0.0618 -> forward_return_5d:ORHD,5,False,1,620,599,152,0.01411136717771189,0.017489542140788877,0.5609348914858097,0.010638287978706615,1,,,1.0,experiment_0e0ca6fdb941
pattern_904cd13ae798,ORHD,distance_from_high_3d:ORHD > -0.0471 -> forward_return_5d:ORHD,5,False,1,416,403,136,0.014050269594199721,0.014871507353399838,0.5632754342431762,0.011182059467228202,1,,,1.0,experiment_0e0ca6fdb941
pattern_bc9df806bf87,ORHD,distance_from_high_3d:ORHD > -0.0349 -> forward_return_5d:ORHD,5,False,1,221,218,111,0.014504887038096827,0.01661757760363643,0.5688073394495413,0.00921631499052004,1,,,0.998,experiment_0e0ca6fdb941
pattern_68270f7a5adb,ORHD,distance_from_low_3d:ORHD > 0.0010 -> forward_return_5d:ORHD,5,False,1,616,605,156,0.013035634633273865,0.014775201375165548,0.5586776859504132,0.009523845854259683,1,,,1.0,experiment_0e0ca6fdb941
pattern_236aff36b4c8,ORHD,return_5d:ORHD > 0.0089 -> forward_return_5d:ORHD,5,False,1,461,456,90,0.013803970079209981,0.01760681221257655,0.5635964912280702,0.010935456798483196,1,,,1.0,experiment_0e0ca6fdb941
pattern_4452ed4a3072,ORHD,acceleration_5d:ORHD > -0.0418 -> forward_return_5d:ORHD,5,False,1,654,639,114,0.013515962919857736,0.018643662825591045,0.5758998435054773,0.012500047683715832,1,,,1.0,experiment_0e0ca6fdb941
pattern_c018706205cb,ORHD,acceleration_5d:ORHD > 0.0014 -> forward_return_5d:ORHD,5,False,1,464,455,86,0.014886070054730301,0.014885565111403888,0.5802197802197803,0.013333299424913238,1,,,1.0,experiment_0e0ca6fdb941
pattern_22e1594b6a3f,ORHD,return_10d:ORHD < -0.0240 -> forward_return_5d:ORHD,5,False,1,303,293,28,0.015579045664780616,0.016505892048060477,0.6075085324232082,0.013809567406063988,1,,,1.0,experiment_0e0ca6fdb941
pattern_00816fa36bc8,ORHD,return_10d:ORHD > 0.0170 -> forward_return_5d:ORHD,5,False,1,462,458,85,0.012955460459401312,0.015674095241957318,0.5414847161572053,0.008169612003471063,1,,,1.0,experiment_0e0ca6fdb941
pattern_f8e95276526c,ORHD,return_10d:ORHD > 0.0597 -> forward_return_5d:ORHD,5,False,1,280,280,49,0.01568949914723303,0.018566651950576333,0.5571428571428572,0.012406876251771368,1,,,1.0,experiment_0e0ca6fdb941
pattern_c58d2b5d7b13,ORHD,acceleration_10d:ORHD > 0.0029 -> forward_return_5d:ORHD,5,False,1,458,448,85,0.0154607524425007,0.013539591282822424,0.5714285714285714,0.014015888032459112,1,,,1.0,experiment_0e0ca6fdb941
pattern_9c64602b4e9b,ORHD,acceleration_10d:ORHD > 0.0619 -> forward_return_5d:ORHD,5,False,1,290,284,36,0.016635676703406665,0.013436606023428726,0.5845070422535211,0.016006642287353743,1,,,1.0,experiment_0e0ca6fdb941
pattern_b29e526c26ab,ORHD,distance_from_high_10d:ORHD > -0.0677 -> forward_return_5d:ORHD,5,False,1,413,411,134,0.015954291527642665,0.020708255775866425,0.5669099756690997,0.012406876251771368,1,,,1.0,experiment_0e0ca6fdb941
pattern_53aed904aa72,ORHD,distance_from_low_10d:ORHD > 0.0240 -> forward_return_5d:ORHD,5,False,1,637,629,131,0.01601114266191222,0.019615315444808858,0.5771065182829889,0.013513513513513447,1,,,1.0,experiment_0e0ca6fdb941
pattern_a598b0e6a3eb,ORHD,distance_from_low_10d:ORHD > 0.0521 -> forward_return_5d:ORHD,5,False,1,463,458,85,0.019805312852806095,0.01635013208285511,0.5895196506550219,0.01707321299746472,1,,,1.0,experiment_0e0ca6fdb941
pattern_b5170a041fdf,ORHD,distance_from_low_10d:ORHD > 0.0888 -> forward_return_5d:ORHD,5,False,1,283,283,45,0.018073115759625155,0.015315456950548185,0.5830388692579506,0.017467232541200653,1,,,1.0,experiment_0e0ca6fdb941
pattern_0c9619f03a4d,ORHD,acceleration_20d:ORHD > -0.0016 -> forward_return_5d:ORHD,5,False,1,462,462,71,0.018144349790061177,0.022841509760168455,0.5627705627705628,0.01395575756828071,1,,,1.0,experiment_0e0ca6fdb941
pattern_697e9174c706,ORHD,acceleration_20d:ORHD > 0.1080 -> forward_return_5d:ORHD,5,False,1,285,285,37,0.020403252851335905,0.01604844730990701,0.5719298245614035,0.017176963132119926,1,,,1.0,experiment_0e0ca6fdb941
pattern_5e0343541d2a,ORHD,distance_from_low_20d:ORHD > 0.0523 -> forward_return_5d:ORHD,5,False,1,645,640,119,0.015635707217326007,0.01916684277062276,0.5703125,0.012406876251771368,1,,,1.0,experiment_0e0ca6fdb941
pattern_c58f775a38d1,ORHD,distance_from_low_20d:ORHD > 0.0962 -> forward_return_5d:ORHD,5,False,1,466,466,79,0.015053147554570668,0.017725856302812006,0.572961373390558,0.013601409995610315,1,,,1.0,experiment_0e0ca6fdb941
pattern_5d87d609a255,ORHD,return_60d:ORHD < 0.0144 -> forward_return_5d:ORHD,5,False,1,276,276,40,0.014219217768055625,0.01967355552275215,0.5688405797101449,0.012406876251771368,1,,,1.0,experiment_0e0ca6fdb941
pattern_28a6f65e6acd,ORHD,return_60d:ORHD < 0.1494 -> forward_return_5d:ORHD,5,False,1,461,461,66,0.013301518718902911,0.01673142595698794,0.5531453362255966,0.009523845854259683,1,,,1.0,experiment_0e0ca6fdb941
pattern_23443c4dd86c,ORHD,return_60d:ORHD < 0.2716 -> forward_return_5d:ORHD,5,False,1,635,635,99,0.014441794260977378,0.01775139158040613,0.5716535433070866,0.011904807858458388,1,,,1.0,experiment_0e0ca6fdb941
pattern_ffd521eb323f,ORHD,acceleration_60d:ORHD > -0.1418 -> forward_return_5d:ORHD,5,False,1,566,566,126,0.013688374515538526,0.017696603539803214,0.5724381625441696,0.010759575599123373,1,,,1.0,experiment_0e0ca6fdb941
pattern_fa28319ad2ca,ORHD,acceleration_60d:ORHD < -0.1418 -> forward_return_5d:ORHD,5,False,1,260,260,36,0.01555041450994813,0.012027849008487933,0.5653846153846154,0.013068692309462015,1,,,1.0,experiment_0e0ca6fdb941
pattern_162acb4324aa,ORHD,acceleration_60d:ORHD > 0.0316 -> forward_return_5d:ORHD,5,False,1,403,403,92,0.0145432356717327,0.018097423551901092,0.5806451612903226,0.014499597074815797,1,,,1.0,experiment_0e0ca6fdb941
pattern_1bf207011027,ORHD,acceleration_60d:ORHD < 0.0316 -> forward_return_5d:ORHD,5,False,1,423,423,70,0.014018448635160856,0.014254452050655285,0.5602836879432624,0.009923599769545691,1,,,1.0,experiment_0e0ca6fdb941
pattern_d592ad0c49e3,ORHD,distance_from_high_60d:ORHD < -0.1600 -> forward_return_5d:ORHD,5,False,1,310,310,6,0.015005473701296429,0.047598178716762245,0.6225806451612903,0.018884907309883923,1,,,1.0,experiment_0e0ca6fdb941
pattern_2cb087006148,ORHD,distance_from_high_60d:ORHD > -0.0769 -> forward_return_5d:ORHD,5,False,1,208,208,103,0.014632195813877265,0.01707152923299343,0.5240384615384616,0.00405903426050909,1,,,1.0,experiment_0e0ca6fdb941
pattern_ba9713e9b8c2,ORHD,distance_from_low_60d:ORHD < 0.2612 -> forward_return_5d:ORHD,5,False,1,441,441,86,0.017238912084406734,0.012152035167616091,0.5850340136054422,0.012500047683715832,1,,,1.0,experiment_0e0ca6fdb941
pattern_88d63fcebdd5,ORHD,distance_from_low_60d:ORHD < 0.3778 -> forward_return_5d:ORHD,5,False,1,617,617,116,0.018507618923539797,0.01637182268590721,0.6012965964343598,0.015165437510797951,1,,,1.0,experiment_0e0ca6fdb941
pattern_f9d911a5829d,ORHD,volatility_3d:ORHD < 0.0117 -> forward_return_5d:ORHD,5,False,1,262,249,67,0.01492371282184808,0.012378485244404328,0.5863453815261044,0.013050558272844423,1,,,1.0,experiment_0e0ca6fdb941
