date,source,headline,tickers,body
2024-09-22,gdelt,REPORT : Egypt faces potential 2026 World Cup ban,,https://www.kingfut.com/2024/09/22/egypt-faces-world-cup-ban/
2024-10-06,gdelt,Egypt marks 51st anniversary of 1973 Arab - Israeli War,,https://www.bignewsnetwork.com/news/274677678/egypt-marks-51st-anniversary-of-1973-arab-israeli-war
2024-10-06,gdelt,"Egyptian , Ethiopian Emirates airlines jostle for Nigerians as UAE enhances visa access – Blueprint Newspapers Limited",,https://blueprint.ng/egyptian-ethiopian-emirates-airlines-jostle-for-nigerians-as-uae-enhances-visa-access/
2024-10-06,gdelt,"Famous Nefertiti Bust Belongs in Egypt , Not Germany , Says Petition",,https://hyperallergic.com/956276/famous-nefertiti-bust-belongs-in-egypt-not-germany-says-petition/
2024-10-06,gdelt,UAE ADQ Appoints Modon Master Developer For Egypt Ras El - Hekma Megaproject,,https://menafn.com/1108750218/UAEs-ADQ-Appoints-Modon-Master-Developer-For-Egypts-Ras-El-Hekma-Megaproject
2024-10-07,gdelt,Bahrain News : LuLu launches Taste of Egypt,,https://www.gdnonline.com:443/Details/1334333
2024-10-13,gdelt,"Abiy Ahmed Faces Regional Isolation as Eritrea , Egypt , and Somalia Form Axis Against Ethiopia",,https://www.garoweonline.com/en/world/africa/abiy-ahmed-faces-regional-isolation-as-eritrea-egypt-and-somalia-form-axis-against-ethiopia
2024-10-13,gdelt,Cairo : Train crash in Egypt kills one and injures more than 20 people,,https://www.9news.com.au/world/cairo-train-crash-in-egypt-kills-one-and-injures-more-than-20-people/ab364edf-70d4-4ca1-9b88-45b2fed56eb6
2024-10-13,gdelt,"Egypt , US , And Singapore Environment Ministers Discuss Pre - COP29 Efforts",,https://menafn.com/1108773477/Egypt-US-And-Singapore-Environment-Ministers-Discuss-Pre-COP29-Efforts
2024-10-13,gdelt,Egypte : la révolution à nouveau dans la rue - Afriques en Lutte,,https://www.afriquesenlutte.org/afrique-du-nord/egypte/article/egypte-la-revolution-a-nouveau
2024-10-13,gdelt,"Egyptian president urges political commitment , partnership in water resources management",,https://www.thestar.com.my/news/world/2024/10/14/egyptian-president-urges-political-commitment-partnership-in-water-resources-management
2024-10-13,gdelt,"KUNA : Kuwait cabinet affairs minister , Egyptian envoy discuss ties - Politics",,https://www.kuna.net.kw/ArticleDetails.aspx?id=3186697&Language=en
2024-10-13,gdelt,"Train crash in Egypt kills 1 , injures 21 people",,https://www.sierraleonetimes.com/news/274704007/train-crash-in-egypt-kills-1-injures-21-people
2024-10-13,gdelt,Viking takes delivery of newest Egypt river cruise ship,,https://portnet.gr/viking-takes-delivery-of-newest-egypt-river-cruise-ship/
2024-10-27,gdelt,Algérie - Egypte : le président de la République se félicite des relations fortes entre les deux pays,,https://www.aps.dz/algerie/177906-algerie-egypte-le-president-de-la-republique-se-felicite-des-relations-fortes-entre-les-deux-pays
2024-10-27,gdelt,Egypt President Says it Has Proposed a 2 - Day Gaza Cease - Fire and Release of 4 Hostages,,https://www.military.com/daily-news/2024/10/27/egypts-president-says-it-has-proposed-2-day-gaza-cease-fire-and-release-of-4-hostages.html
2024-10-27,gdelt,"Egypt has proposed a 2 - day Gaza cease - fire and release of 4 hostages , says El - Sissi",,https://www.euronews.com/2024/10/27/egypt-has-proposed-a-2-day-gaza-cease-fire-and-release-of-4-hostages-says-el-sissi
2024-10-27,gdelt,"Egypt proposes 2 - day Gaza cease - fire , release of 4 hostages",,https://www.sunjournal.com/2024/10/27/egypt-proposes-2-day-gaza-cease-fire-release-of-4-hostages/
2024-10-27,gdelt,Egypt proposes a 2 - day Gaza cease - fire and the release of 4 hostages,,https://www.eastbaytimes.com/2024/10/27/key-mediator-egypt-proposes-a-2-day-gaza-cease-fire-and-the-release-of-4-hostages/
2024-10-27,gdelt,Egypt proposes initial two - day truce in Gaza with limited hostage - prisoner exchange,,https://www.khabaragency.net/news220689.html
2024-10-27,gdelt,Egypt proposes two - day Gaza ceasefire and release of four hostages,,https://www.harrowtimes.co.uk/news/national/24681248.egypt-proposes-two-day-gaza-ceasefire-release-four-hostages/
2024-10-27,gdelt,Egypt proposes two - day Gaza truce in hope of full ceasefire,,https://www.al-monitor.com/originals/2024/10/egypt-proposes-two-day-gaza-truce-hope-full-ceasefire
2024-10-27,gdelt,Egypt says it proposed a 2 - day Gaza cease - fire,,https://www.ktvb.com/article/news/nation-world/israel-hamas-egypt-proposes-2-day-ceasefire-hostage-release/507-fb4a40f7-8a59-49a1-9302-24a5074103fc
2024-10-27,gdelt,Key mediator Egypt proposes 2 - day Gaza cease - fire,,https://www.wishtv.com/news/international/key-mediator-egypt-proposes-a-2-day-gaza-cease-fire-and-the-release-of-4-hostages/
2024-10-27,gdelt,Key mediator Egypt proposes a 2 - day Gaza cease - fire and the release of 4 hostages,,https://www.news-gazette.com/news/nation-world/key-mediator-egypt-proposes-a-2-day-gaza-cease-fire-and-the-release-of-4/article_19e393a6-6154-5635-b131-82e0058f2335.html
2024-10-27,gdelt,"Presidents of Egypt , Algeria discuss regional developments",,https://thepeninsulaqatar.com/article/27/10/2024/presidents-of-egypt-algeria-discuss-regional-developments
2024-10-27,gdelt,Président de la République : lAlgérie et lEgypte conviennent de limportance dapprofondir la concertation autour des questions arabes,,https://www.aps.dz/algerie/177914-president-de-la-republique-l-algerie-et-l-egypte-conviennent-de-l-importance-d-approfondir-la-concertation-autour-des-questions-arabes
2024-10-28,gdelt,Egypt proposes a 2 - day Gaza cease - fire and the release of 4 hostages,,https://www.mercurynews.com/2024/10/27/key-mediator-egypt-proposes-a-2-day-gaza-cease-fire-and-the-release-of-4-hostages/
2024-10-28,gdelt,Egypt proposes two - day Gaza ceasefire and release of four hostages,,https://www.times-series.co.uk/news/national/24681248.egypt-proposes-two-day-gaza-ceasefire-release-four-hostages/
2024-10-28,gdelt,Egypt proposes two - day Gaza truce in hope of a complete ceasefire,,https://www.lemonde.fr/en/international/article/2024/10/27/egypt-proposes-two-day-gaza-truce-in-hope-of-a-complete-ceasefire_6730726_4.html
2024-10-28,gdelt,Egypt says it proposed a 2 - day Gaza cease - fire,,https://www.wqad.com/article/news/nation-world/israel-hamas-egypt-proposes-2-day-ceasefire-hostage-release/507-fb4a40f7-8a59-49a1-9302-24a5074103fc
2024-10-28,gdelt,Key mediator Egypt proposes a 2 - day Gaza cease - fire and the release of 4 hostages,,https://www.limaohio.com/news/2024/10/27/key-mediator-egypt-proposes-a-2-day-gaza-cease-fire-and-the-release-of-4-hostages/
2024-10-28,gdelt,Middle East : Egypt proposes two - day cease - fire in Gaza,,https://timesofoman.com/article/151384-middle-east-egypt-proposes-two-day-cease-fire-in-gaza
2024-10-28,gdelt,"Presidents of Egypt , Algeria discuss regional developments",,http://thepeninsulaqatar.com/article/27/10/2024/presidents-of-egypt-algeria-discuss-regional-developments
2024-11-03,gdelt,"Egyptian FM , Blinken discuss ceasefire efforts in Gaza , Lebanon",,https://www.bignewsnetwork.com/news/274743260/egyptian-fm-blinken-discuss-ceasefire-efforts-in-gaza-lebanon
2024-11-03,gdelt,"Roundup : Egyptian firms gear up for China import expo , eyeing huge market",,https://www.thestar.com.my/news/world/2024/11/04/roundup-egyptian-firms-gear-up-for-china039s-import-expo-eyeing-huge-market
2024-11-03,gdelt,Siemens secures ESS contract for revamp of Egyptian barrage,,https://tradearabia.com/news/CONS_427934.html
2024-11-04,gdelt,"Egypt , IMF Discuss Economic Reform Amid Regional Crises",,https://menafn.com/1108846364/Egypt-IMF-Discuss-Economic-Reform-Amid-Regional-Crises
2024-11-04,gdelt,"Egypt , IMF discuss economic reform amid regional crises - Xinhua",,https://english.news.cn/africa/20241104/af450d203b8148bf9398771de7528fb7/c.html
2024-11-04,gdelt,Egypt : President El - Sisi Meets International Monetary Fund ( IMF ) Managing Director Kristalina Georgieva,,https://venturesafrica.com/apostories/egypt-president-el-sisi-meets-international-monetary-fund-imf-managing-director-kristalina-georgieva-3/
2024-11-04,gdelt,"Egyptian FM , Blinken discuss ceasefire efforts in Gaza , Lebanon - Xinhua",,https://english.news.cn/20241104/103228270ea04296a76c6731e14dffec/c.html
2024-11-04,gdelt,Kuwaiti Tatra Development unveils residential projects in Egypt,,https://www.dailynewsegypt.com/2024/11/03/kuwaiti-tatra-development-unveils-residential-projects-in-egypt/
2024-11-04,gdelt,"Roundup : Egyptian firms gear up for China import expo , eyeing huge market - Xinhua",,https://english.news.cn/africa/20241104/7ee4d9d793f84d619922212f6fd7dc05/c.html
2024-11-10,gdelt,Bodies exhumed as cemetery partially razed for urban expansion in Egypt,,https://www.gulf-times.com/article/694279/international/bodies-exhumed-as-cemetery-partially-razed-for-urban-expansion-in-egypt
2024-11-10,gdelt,"Egypt , Malaysia call for peace , security in Middle East",,https://www.bignewsnetwork.com/news/274751456/egypt-malaysia-call-for-peace-security-in-middle-east
2024-11-10,gdelt,"Egypt , Malaysia call for peace , security in Middle East - Xinhua",,https://english.news.cn/20241111/e790ade4587e4c9d95baf59609020658/c.html
2024-11-10,gdelt,"Egypt hosts 1 . 2 million Sudanese , with hundred arriving daily UN",,https://www.gmanetwork.com/news/topstories/world/926605/egypt-hosts-1-2-million-sudanese-with-hundreds-arriving-daily-un/story/
2024-11-10,gdelt,"Egyptian FM , Palestinian PM In Riyadh Discuss Ceasefire , Humanitarian Aid In Riyadh Meeting",,https://menafn.com/1108870194/Egyptian-FM-Palestinian-PM-In-Riyadh-Discuss-Ceasefire-Humanitarian-Aid-In-Riyadh-Meeting
2024-11-10,gdelt,"HNonline . sk - Egypt hostí 1 , 2 milióna utečencov zo Sudánu . Denne ich prichádzajú stovky , hlási OSN",,https://hn24.hnonline.sk/hn24/96178665-egypt-hosti-1-2-miliona-utecencov-zo-sudanu-denne-ich-prichadzaju-stovky-hlasi-osn
2024-11-10,gdelt,MSMEDA injects EGP 25 . 6bn into Upper Egypt projects over 10 years,,https://article.wn.com/view/2024/11/10/MSMEDA_injects_EGP_256bn_into_Upper_Egypt_projects_over_10_y/
2024-11-10,gdelt,Madbouly reviews progress of Housing for All Egyptians initiative,,https://www.dailynewsegypt.com/2024/11/10/madbouly-reviews-progress-of-housing-for-all-egyptians-initiative/
2024-11-10,gdelt,President Al - Sisi takes interest in healthcare of Egyptian women : Abdel Ghaffar,,https://www.dailynewsegypt.com/2024/11/10/president-al-sisi-takes-interest-in-healthcare-of-egyptian-women-abdel-ghaffar/
2024-12-15,gdelt,Egypt unveils $500 Million solar power plant in Aswan,,https://www.albawaba.com/business/egypt-unveils-500-million-solar-power-1596591
2024-12-16,gdelt,Egypt condemns Israeli decision to expand settlements in occupied Golan Heights,,https://egyptian-gazette.com/egypt/egypt-condemns-israeli-decision-to-expand-settlements-in-occupied-golan-heights/
2024-12-30,gdelt,Gas blast kills 3 at Egypt police academy - Xinhua,,https://english.news.cn/20241230/8bbd24095c8845cb8d10754edda409fe/c.html
2025-01-12,gdelt,"Egypt unveils ancient rock - cut tombs , burial shafts in Luxor",,https://www.stltoday.com/news/nation-world/ancient-history-archaeology-hatshepsut/article_4b50915a-4d2a-5029-8381-7180f604ffd2.html
2025-01-20,gdelt,Prime Minister and Minister of Foreign Affairs Holds Phone Call with Egyptian Foreign Minister – Africa . com,,https://www.africa.com/prime-minister-and-minister-of-foreign-affairs-holds-phone-call-with-egyptian-foreign-minister/
2025-02-02,gdelt,"Egyptian , Sudanese Foreign Ministers Discuss Bilateral Relations , Sudan Situation",,https://menafn.com/1109158605/Egyptian-Sudanese-Foreign-Ministers-Discuss-Bilateral-Relations-Sudan-Situation
2025-02-03,gdelt,"Egypt , Djibouti Emphasise Red Sea Security , Somalia Stability , Discuss Port Link",,https://menafn.com/1109158606/Egypt-Djibouti-Emphasise-Red-Sea-Security-Somalia-Stability-Discuss-Port-Link
2025-02-03,gdelt,Kuwait Authorities Arrest Egyptian The Fox in Major Visa Trafficking Bust,,https://www.arabtimesonline.com/news/kuwait-authorities-arrest-egyptian-the-fox-in-major-residency-trafficking-bust/
2025-02-09,gdelt,"Aga Khan , the leader of Ismaili Muslims , laid to rest in Egypt during private burial ceremony",,https://www.wsls.com/news/2025/02/09/aga-khan-the-leader-of-ismaili-muslims-laid-to-rest-in-egypt-during-private-burial-ceremony/
2025-02-09,gdelt,"Aga Khan , the leader of Ismaili Muslims , laid to rest in Egypt during private burial ceremony - The Daily Reporter",,https://www.greenfieldreporter.com/2025/02/09/aga-khan-the-leader-of-ismaili-muslims-laid-to-rest-in-egypt-during-private-burial-ceremony/
2025-02-09,gdelt,Egypt to host emergency Arab summit on Palestine,,https://ibcworldnews.com/world/egypt-to-host-emergency-arab-summit-on-palestine/162965
2025-02-10,gdelt,"Aga Khan , the leader of Ismaili Muslims , laid to rest in Egypt during private burial ceremony",,https://dailyjournal.net/2025/02/09/aga-khan-the-leader-of-ismaili-muslims-laid-to-rest-in-egypt-during-private-burial-ceremony/
2025-02-10,gdelt,Egypt Aga Khan Funeral,,https://www.goshennews.com/news/national_news/egypt-aga-khan-funeral/image_ec37045c-dcba-5af6-9b8d-3bdc40b0d768.html
2025-02-16,gdelt,"Leiter : Israel Will Very Soon Address Egyptian Military Buildup in Sinai | The Jewish Press - JewishPress . com | Akiva Van Koningsveld | 19 Shevat 5785 – Sunday , February 16 , 2025",,https://www.jewishpress.com/news/middle-east/egypt/leiter-israel-will-very-soon-address-egyptian-military-buildup-in-sinai/2025/02/16/
2025-03-09,gdelt,Liberman : Egypt has enough forces in Sinai to stop terror,,https://itongadol.com/noticias/65261-liberman-egypt-has-enough-forces-in-sinai-to-stop-terror
2025-03-09,gdelt,Ofir Akunis to Newsmax : Europeans Back Egypt Failing Gaza Plan,,https://www.997wtn.com/news/ofir-akunis-to-newsmax-europeans-back-egypts-failing-gaza-plan/
2025-03-16,gdelt,Accord sur un cessez - le - feu à Gaza : des négociateurs israéliens en Egypte pour discuter des otages retenus à Gaza,,https://www.lavenir.net/actu/monde/2025/03/16/accord-sur-un-cessez-le-feu-a-gaza-des-negociateurs-israeliens-en-egypte-pour-discuter-des-otages-retenus-a-gaza-MNZSSWPTZZF2ZIPGZQNI5ZU7BM/
2025-03-16,gdelt,Israel hostage negotiating team holding talks in Egypt,,https://www.bignewsnetwork.com/news/278097077/israel-hostage-negotiating-team-holding-talks-in-egypt
2025-03-16,gdelt,Israel says delegation in Egypt for Gaza deal talks,,https://biztoc.com/x/b75d067fb42d70df
2025-03-16,gdelt,"Israeli , Egyptian officials discuss hostage issue in Cairo - Xinhua",,https://english.news.cn/20250317/7ae0bb929e954ef69b2b5e9b0b3b28a9/c.html
2025-03-16,gdelt,PMO : Hostage negotiators continue talks in Egypt,,https://www.jpost.com/breaking-news/article-846301
2025-03-16,gdelt,Why Egypt refuses to administer Gaza,,https://www.arabnews.com/node/2593820
2025-03-23,gdelt,"Eid Al - Fitr Holiday in Egypt to Begin on Saturday , March 29th",,https://cairoscene.com/Buzz/Eid-Al-Fitr-Holiday-in-Egypt-to-Begin-on-Saturday-March-29th
2025-03-23,gdelt,FG seeks Egypt expertise to boost power sector,,https://punchng.com/fg-seeks-egypts-expertise-to-boost-power-sector/
2025-03-24,gdelt,"Egypt , Palestine discuss efforts to uphold Gaza ceasefire - Xinhua",,https://english.news.cn/20250324/e42c9acdf36040da8173c83185e3c3c8/c.html
2025-03-24,gdelt,"Egyptian , EU top diplomats urge for resumption of Gaza ceasefire talks - Xinhua",,https://english.news.cn/20250324/d4476423d9ef4049a91163aa9b9dadf3/c.html
2025-03-24,gdelt,"Somalie / Egypte : Éliminatoires Mondial 2026 - L Égypte senvole , la Guinée clouée au sol par la Somalie",,https://fr.allafrica.com/stories/202503230116.html
2025-03-30,gdelt,Hamas agrees to Egypt - Qatar ceasefire plan as Netanyahu demands group disarm,,https://www.sbs.com.au/news/article/hamas-agrees-to-egypt-qatar-ceasefire-deal-as-netanyahu-demands-group-disarm/pqqiy6b7c
2025-03-30,gdelt,"Hamas agrees to Egyptian ceasefire proposal , Israel counters",,https://www.aol.com/hamas-agrees-egyptian-ceasefire-proposal-174112072.html
2025-04-20,gdelt,African Space Agency headquarters inaugurated in Egypt Cairo,,http://www.bignewsnetwork.com/news/278176209/african-space-agency-headquarters-inaugurated-in-egypt-cairo
2025-04-20,gdelt,Chaos outside Egypt pyramids as tourists told to avoid one thing at all costs,,https://www.express.co.uk/news/world/2044277/chaos-outside-egypt-pyramids-tourists
2025-04-20,gdelt,Dahabeya Egypte poursuit son développement !,,https://www.tourmag.com/Dahabeya-Egypte-poursuit-son-developpement-_a126656.html
2025-04-20,gdelt,"Egypt : Minister of Planning , Economic Development and International Cooperation Discusses with the European Bank for Reconstruction and Development ( EBRD ) Vice President Repercussions of Global Economic Developments and Future Relations between t...",,https://africa.com/egypt-minister-of-planning-economic-development-and-international-cooperation-discusses-with-the-european-bank-for-reconstruction-and-development-ebrd-vice-president-repercussions-of-global-econom/
2025-04-20,gdelt,"Egypt : Minister of Planning , Economic Development and International Cooperation Holds an Expanded Meeting with Ministry Leaders to Follow Up on Workflow and Discuss Priorities for the Next Phase",,https://africa.com/egypt-minister-of-planning-economic-development-and-international-cooperation-holds-an-expanded-meeting-with-ministry-leaders-to-follow-up-on-workflow-and-discuss-priorities-for-the-next-phase/
2025-04-20,gdelt,"Egypt : Minister of Planning , Economic Development and International Cooperation Witnesses the Conclusion of the First Phase of the Green Economy Financing Facility for the Private Sector in Cooperation with the European Bank for Reconstruction and ...",,https://africa.com/egypt-minister-of-planning-economic-development-and-international-cooperation-witnesses-the-conclusion-of-the-first-phase-of-the-green-economy-financing-facility-for-the-private-sector-in-cooperatio/
2025-04-20,gdelt,Egypt : President El - Sisi Speaks with President of the Democratic Republic of the Congo,,https://africa.com/egypt-president-el-sisi-speaks-with-president-of-the-democratic-republic-of-the-congo/
2025-04-20,gdelt,Spanish Legend Carles Puyol in Egypt | The Middle East Observer,,https://meobserver.org/world/2016/06/04/spanish-legend-carles-puyol-in-egypt/
2025-04-20,gdelt,The Ptolemies in Egypt ( Member Post ),,https://ricochet.com/1808998/the-ptolemies-in-egypt/
2025-04-27,gdelt,El - Sisi Calls for Egyptian - Israeli Peace To Serve as Regional Model,,https://themedialine.org/by-region/el-sisi-calls-for-egyptian-israeli-peace-to-serve-as-regional-model/
2025-04-27,gdelt,International Business : Egypt jobless rate drops to 6 . 6pc,,https://www.gdnonline.com:443/Details/1351653/Egypt%E2%80%99s-jobless-rate-drops-to-66pc
2025-05-04,gdelt,Egypt Signals to US It Has Options After First Air Drill with China,,https://www.algemeiner.com/2025/05/04/egypt-signals-to-us-it-has-options-after-first-air-drill-with-china/
2025-05-04,gdelt,President El - Sisi emphasises Egypt keenness on success of Arab Summit in Baghdad,,http://www.bignewsnetwork.com/news/278202541/president-el-sisi-emphasises-egypt-keenness-on-success-of-arab-summit-in-baghdad
2025-05-04,gdelt,Trump call for free U . S . passage through Suez Canal sparks outcry in Egypt | Hellenic Shipping News Worldwide,,https://www.hellenicshippingnews.com/trumps-call-for-free-u-s-passage-through-suez-canal-sparks-outcry-in-egypt/
2025-05-04,gdelt,UA : LEgypte refuse de participer à un exercice militaire aux côtés du Polisario,,https://www.yabiladi.com/articles/details/165422/l-egypte-refuse-participer-exercice-militaire.html
2025-06-01,gdelt,Egypt launches campaign to combat single - use plastic bags - Xinhua,,https://english.news.cn/africa/20250602/28fef610f4b34ede92a2f437f7b9e099/c.html
2025-06-01,gdelt,Egypt unveils plan for new desert city in latest megaproject,,https://www.arabnews.com/node/2603015/middle-east
2025-06-02,gdelt,Egypt integrates St Catherine Monastery into Spiritual Disneyland in Sinai – BanksNews,,https://banksnews.gr/egypt-integrates-st-catherine-monastery-into-spiritual-disneyland-in-sinai/
2025-06-14,gdelt,Egypt Delays Grand Egyptian Museum Opening Amid Regional Tensions,,https://egyptianstreets.com/2025/06/14/egypt-delays-grand-egyptian-museum-opening-amid-regional-tensions/
2025-06-14,gdelt,March to Gaza Group Allegedly Assaulted After Being Detained in Egypt,,https://www.newsweek.com/israel-gaza-egypt-march-arrested-2085519
2025-07-07,gdelt,Ancient DNA shows genetic link between Egypt and Mesopotamia,,https://www.kcra.com/article/ancient-dna-genetic-link-egypt-and-mesopotamia/65278768
2025-07-13,gdelt,Egypt Launches Mobile App for 2025 Senate Elections,,https://mobileidworld.com/egypt-launches-mobile-app-for-2025-senate-elections/
2025-07-13,gdelt,Unopened for Centuries : 6 - Foot Egyptian Sarcophagus Found Sealed Under Stone Steps,,https://dailygalaxy.com/2025/07/sarcophagus-found-sealed-under-stone-steps/
2025-07-20,gdelt,Egypt police kill two terrorists linked to Hasm Movement in Giza raid,,http://www.jpost.com/middle-east/article-861637
2025-07-20,gdelt,KUNA : Egypt rejects displacement of Gazans by Israeli occupation - Politics,,https://www.kuna.net.kw/ArticleDetails.aspx?id=3241486&language=en
2025-07-20,gdelt,NAC ziet uitgezwaaide international gepresenteerd worden bij Egyptische grootmacht,,https://www.voetbalprimeur.nl:443/nieuws/1313443/nac-ziet-uitgezwaaide-international-gepresenteerd-worden-bij-egyptische-grootmacht.html
2025-07-27,gdelt,"AFCON 2021 : Toro , Ikpea express confidence of victory ahead of Nigeria , Egypt clash",,https://quicknews-africa.net/afcon-2021-toro-ikpea-express-confidence-of-victory-ahead-of-nigeria-egypt-clash/
2025-07-27,gdelt,"Egyptian , Qatari FMs discuss humanitarian developments in Gaza , ceasefire efforts",,http://www.bignewsnetwork.com/news/278471554/egyptian-qatari-fms-discuss-humanitarian-developments-in-gaza-ceasefire-efforts
2025-07-27,gdelt,"Egyptian , Qatari FMs discuss humanitarian developments in Gaza , ceasefire efforts - Xinhua",,https://english.news.cn/20250728/0ee51ed7c634473cb58ec8656b8aaec4/c.html
2025-07-27,gdelt,"KUNA : Egyptian FM , Qatar PM review status quo of Gaza truce talks - Politics",,https://www.kuna.net.kw/ArticleDetails.aspx?id=3242388&language=en
2025-07-27,gdelt,"Rare and exciting : 4 , 000 - year - old handprint found on Egyptian clay model",,https://www.clydebankpost.co.uk/news/national/25344590.rare-exciting-4-000-year-old-handprint-found-egyptian-clay-model/
2025-07-27,gdelt,"Rare and exciting : 4 , 000 - year - old handprint found on Egyptian clay model | East London and West Essex Guardian Series",,https://www.guardian-series.co.uk/news/national/25344590.rare-exciting-4-000-year-old-handprint-found-egyptian-clay-model/
2025-07-28,gdelt,"4 , 000 - year - old Ancient Egyptian handprint discovered by Cambridge museum",,https://www.theartnewspaper.com/2025/07/27/ancient-egyptian-handprint-discovered-fitzwilliam-museum-archaeology
2025-07-28,gdelt,"After Losing Her HGTV Show , Egypt Sherrod Also Lost Her Dad",,https://entertainmentnow.com/hgtv/egypt-sherrod-dad-died-show-cancellation/
2025-07-28,gdelt,"Mystery 4 , 000 - year - old handprint found on Egyptian soul house",,https://www.yahoo.com/news/articles/mystery-4-000-old-handprint-225029510.html
2025-07-28,gdelt,"Rare and exciting : 4 , 000 - year - old handprint found on Egyptian clay model",,https://www.lancashiretelegraph.co.uk/news/national/25344590.rare-exciting-4-000-year-old-handprint-found-egyptian-clay-model/
2025-08-03,gdelt,Greek - Egypt Talks Address Sinai Monastery Concerns,,https://athens-times.com/greek-foreign-minister-discusses-sinai-monastery-issue-in-call-with-egyptian-counterpart/
2025-08-17,gdelt,Celebrated Egyptian Cinematographer Taimour Taimour passes away aged 44,,https://egyptianstreets.com/2025/08/17/celebrated-egyptian-cinematographer-taimour-taimour-passes-away-aged-44/
2025-08-17,gdelt,Egypt to add 4 public free zones by 2026 - end to boost exports : GAFI,,http://www.arabherald.com/news/278515741/egypt-to-add-4-public-free-zones-by-2026-end-to-boost-exports-gafi
2025-08-17,gdelt,"Egyptian , Palestinian prime ministers discuss developments in Gaza Strip",,http://thepeninsulaqatar.com/article/17/08/2025/egyptian-palestinian-prime-ministers-discuss-developments-in-gaza-strip
